53,"[54, 0.1279231989136623881, 0.03945939456688102443, 0.2175087824956906243, 0.23372237290452941227, 0.15350244058676942266]"
54,"[55, 0.12099999999999999645, 0.3250000000000000111, 0.10299999999999999434, 0.10100000000000000644, 0.09400000000000000022]"
55,"[65588, 0.29299999999999998268, 0.2829999999999999738, 0.034000000000000002442, 0.17699999999999999067, 0.17399999999999998801]"
56,"[57, 0.575377698417517226, 0.34631466837149352386, 0.70448300805543360276, 0.611046163679804845, 0.36432736127994114328]"
57,"[58, 0.55595270883233149407, 0.53785465300437990116, 0.79929603040338517147, 1.1472934570463030448, 0.36016661177878914356]"
58,"[98361, 0.7348560462126632931, 0.38218894837717730064, 0.61433219929417746323, 0.5098041145075693915, 0.4385740243477388272]"
59,"[60, 0.4879100801189945428, 1.080841526008345596, 0.16712303961096893172, 0.4051762414697907809, 0.44243916232955659358]"
60,"[61, 0.48426733192946300297, 0.64308291818433458093, 0.4784456438289324443, 0.6750003334220123174, 0.6453296351036344293]"
61,"[62, 0.72814902454358287144, 0.7096609038972532133, 0.5527648946084553503, 0.95380373200558402, 0.049973292290899204276]"
62,"[65596, 0.47989827007831775804, 0.53974753610490036946, 0.59437528361048091975, 0.68577762264995118294, 0.7208577571692741501]"
63,"[64, 0.4165845895676636005, 0.5083233833745245896, 0.11077985844490038516, 0.54685750720830219755, 0.14941024967143393863]"
64,"[65, 0.0669683993052657042, 0.5458000142348147559, 0.2945438539862862357, 0.62502565790613198705, 0.59386464923991528033]"
65,"[66, 0.3866828377657320044, 0.30665817365857625764, 0.37890057120959119247, 0.6582180585866463134, 0.11873769267335931012]"
66,"[131130, 0.23300000000000001266, 0.47099999999999997424, 0.020000000000000000416, 0.25200000000000000178, 0.010999999999999999362]"
67,"[68, 0.26879439788764838775, 0.33642203431604401003, 0.66587395431707378004, 0.32319267568924515545, 0.43917617731583091776]"
68,"[69, 0.8925499196177669281, 0.38416585669942241213, 0.68853640637669705655, 0.35625488072615371098, 0.7419797107475776637]"
69,"[70, 1.2209869068975501551, 0.47693296286505448202, 0.20152918175114473548, 0.16666113412373457894, 0.7639014037882802943]"
70,"[71, 0.19542418855442453529, 0.28743796923851899796, -0.00874664779325198228, 0.24629506214291806718, 0.31139659797490979663]"
71,"[72, 0.5082962292530497867, 0.94508201132001872424, 0.54232021286710193074, 0.20017832830972496716, 0.4991479819870864457]"
72,"[73, 0.52103669829007886154, 0.7172182563769950402, 0.56529648855431176096, 0.61227807145724356903, 0.60394532142542345]"
73,"[74, 0.64460294195495639323, 0.6422167983698138481, 0.83478539080449112864, 0.55574676514193546077, 0.33731597481704470934]"
74,"[75, 0.20458495385844667647, 0.35523441057316068018, 0.20148920838915460002, 0.4912076319508066596, 0.56446885784929516633]"
75,"[76, 0.20766424496793400689, 0.6143702747096739302, 0.25772850565026254234, 0.35316138884155891419, 1.1781129262281145432]"
76,"[77, 0.4265567527671495601, 0.57856866836671399005, 0.28040761692603003336, 0.5223006904143165649, 0.7802004464424203583]"
77,"[78, 0.59830213510070107103, 0.34081418165184275448, 0.75273255560963410373, 0.7006190150773626136, 0.25481993043676777355]"
78,"[79, 0.35079475807227823922, 0.63089520315419509854, 0.33661163522881979628, 0.6858483658609307182, 0.24914640044870306768]"
79,"[80, 0.63889933660631379586, 0.71735559515379357614, 0.61617997754677320064, 0.5734201498826475194, 0.69062763583461989075]"
80,"[81, 0.43392104611889728672, 0.7124902853633012553, 0.42847462168100724697, 0.39752772040715981692, 0.47597868692787011474]"
81,"[82, 0.7600815129618866917, 0.6164186537280893828, 1.0155630759156333188, 0.75841615581786325, 0.19389471739289099233]"
82,"[83, 0.42323355618755064507, 0.4425088715511400449, 0.2805360505390131312, 0.6784567268708319252, 0.43534355831647075173]"
83,"[85, 0.64999338044695785646, 0.3896167025438763025, 0.5039830109898843332, 0.78469578795351456555, 0.8702072917250974937]"
84,"[86, 0.4904220153214125218, 0.8323870562544221456, 0.6328042616587360561, 0.8473995241214884631, 0.41990973789885421377]"
85,"[87, 0.59443446503841291433, 0.33852144603392076585, 0.19219697245907903524, 0.5454795697535748442, 0.30581271918849044642]"
86,"[88, 0.016513834433789097658, 0.42203164328136495606, 0.6787918855577125854, 0.8886345301779368938, 0.6231222877173946896]"
87,"[89, 0.46858502476779270002, 0.63933219134716403237, 0.69303716593462312296, 0.8659182337856814607, 0.18291239087442967544]"
88,"[163925, 0.365999999999999992, 0.42599999999999998979, 0.33600000000000002087, 0.067000000000000004, 0.240999999999999992]"
89,"[92, 0.44160179680084388147, 0.69165456372944084687, 0.18466222611402201174, 0.52165565030902024145, 0.65543250549402744086]"
90,"[93, 0.61829081032394742507, 0.36057612055726046137, 0.25800887243948385919, 0.95666689427759300503, 0.3137819611190945212]"
91,"[94, 0.68038009620705040684, 0.7061000666697508432, 0.68440476679538181116, 0.5185700832464338174, 0.86350186122977966064]"
92,"[95, 0.3746611807331651971, 1.1950810794769531062, 0.12548976442483146941, 0.6131853195395184533, 0.26286289593841617994]"
93,"[65631, 0.6613140607901589556, 0.5840434547912913499, 0.6565625976973710256, 0.44300522721545794875, 0.5638455548589467221]"
94,"[97, 0.7611487385757499926, 0.74922881694912906163, 0.67503762558368215173, 0.5196274499943277179, 0.6779262531546067483]"
95,"[96, 0.43473945915631718396, 0.71554518136938799564, 0.56948953192305076684, 0.34451657848388504536, 0.5271855532263856548]"
96,"[99, 0.73853274164517097123, 0.9892350304593604271, 0.71974946604506250675, 0.7906444313063071859, 0.7190752436129868087]"
97,"[100, 0.49309594278521437367, 0.5643415747474538686, 0.33056948354585102747, 0.69169940952673576056, 0.2120195662421345948]"
98,"[101, 0.49859419504413609814, 0.25902829227190317537, 0.6519468140470559977, 0.7892555184564623451, 0.9483366386322903319]"
99,"[102, 0.22625617353364414408, 0.30253962965460048318, 0.41429314083637202803, 0.65099171497797106336, 0.70182078782926698497]"
100,"[103, 0.377234763730691108, 0.3955223359084911039, 0.16352359352685017166, 0.5532717628282235435, 0.3978785883629017932]"
101,"[104, 0.5395558095553457458, 0.8510534693915259442, 0.37160586581070752485, 1.099032336862542437, 0.18910431118196423737]"
102,"[105, 0.36932074685575851678, 0.54519674483152431757, 1.0821880301052994654, 0.77585220169892041227, 0.1612696194183775028]"
103,"[106, 0.6771475124814205734, 0.61853777876635487176, 0.5487414709498471229, 0.75905236930038904946, 0.34340014700685259525]"
104,"[107, 0.39377900053647322225, 0.36893584253636057112, 0.90280771930394491443, 0.3787717348070672185, 0.7826032524567808745]"
105,"[32875, 0.590733278114973396, 0.66538387006468028656, 0.23977404839773975192, 0.34886486769799668567, 0.5641228795471192621]"
106,"[65642, 0.61468920429299178117, 0.63548529935052416125, 0.9028448125022412948, 0.7033844452688002852, 0.8731428422225804391]"
107,"[110, 1.0590949168819189593, 0.75815086572198812134, 1.0536849883672318956, 0.572366234759884491, -0.17610778478131355217]"
108,"[111, 0.6936108509161537702, 0.51543192048178807944, 0.63448021145732890684, 0.64539416738700973247, 1.0768120923508753151]"
109,"[112, 0.4785728883289238992, 0.7755320095817990119, 0.4009823905674004916, 0.42653865461445782757, 0.8502439120001972195]"
110,"[113, 0.52278038937453956403, 0.70071013207805892047, 0.7248399512893584729, 0.37992331379556204126, 0.41131839659933917334]"
111,"[108, 0.31620489788076333097, 0.48185620777751260623, 0.5387724317288740403, 0.53138072925111009724, 0.87661004473661462415]"
112,"[65651, 0.23799999999999998934, 0.121999999999999997335, 0.17599999999999998979, 0.25200000000000000178, 0.35299999999999998046]"
113,"[116, 0.6929655370756420371, 0.6120247123670205536, 0.7831809029717854601, 0.6884792422121219973, 0.5692233580777934608]"
114,"[117, 0.38890918699655422855, 0.5862093272716234429, 0.32972155895433289272, 0.3561131133039263796, 0.49822299779666818614]"
115,"[118, 0.47191453353662073052, 0.5402560909373007386, 0.25631194016365397618, 0.44450851247461576395, 0.4044164358956595922]"
116,"[119, 0.31464385800715893087, 0.574946171919513062, 0.40547851149473931534, 0.36629310703928962738, 0.6076625151472555937]"
117,"[121, 0.39025390487726523012, 0.44292965857138080838, 0.66887807344813697866, 0.57825946601430522364, 0.8980189153678737654]"
118,"[122, 0.48414519888476115794, 0.73975662556278244897, 0.3930721708163533856, 0.33951169993154455383, 0.1350483520145638258]"
119,"[123, 0.61035157984628084595, 0.71644553568030399374, 0.79534776767540462565, 0.8207245693509752171, 0.58654025258871872364]"
120,"[32892, 0.67418309129146347756, 0.48232272397669909026, 0.78482069279612726994, 0.74202586917531235836, 0.8375387284585604171]"
121,"[125, 0.33498761526799602088, 0.607069633356099957, 0.6458125703023364989, 0.83186691481067116235, 0.5529710419920091328]"
122,"[126, 0.55051142163104219005, 0.23576827363078747474, 0.07977011869594519864, 0.39657121575100133304, 0.5643138126416932757]"
123,"[128, 0.33945696641087362756, 0.31294214618475226435, 0.58264482845568221173, 0.6285186309561668387, 0.4161713417907379353]"
124,"[129, 0.33861478125237475534, 0.3794263698643934219, 0.20167336366796964347, 0.221600965696455755, 0.38432726768822112303]"
125,"[32898, 0.5747091440539289967, 0.47173559484057807988, 0.65771402072477907965, 0.6874176657568636461, 0.8075799681045298159]"
126,"[132, 0.42492166391585535948, 0.5552962667013785919, 0.5618577079251468226, 0.6766674332698720247, 0.42120585542788352735]"
127,"[135, 0.25207193563715700176, 0.43681857352102951964, 0.63256152690473321814, 0.64478282987525344317, 0.6012398752497080843]"
128,"[137, 0.59210193633247876476, 0.6674397897684967522, 0.3297670220939839956, 0.37422820913159181373, 0.26637357802788632567]"
129,"[32906, 0.42759160474441488723, 0.5148249190900665905, 0.61989823038693400026, 0.54089299500198961726, 0.557468587661870654]"
130,"[140, 0.58497561358771853614, 0.57582953366234481904, 0.67350041934011042996, 0.58202717441694409243, 0.285606408731721995]"
131,"[141, 0.589786276381866906, 0.4814134472507151843, 1.1253893327405475711, 0.4367801800655436383, 0.34929184645036469195]"
132,"[163981, 0.5769335877610840174, 0.3649850948207057199, 0.56551882865294358303, 0.39037589498272021966, 0.49513888368579690827]"
133,"[144, 0.49732169507257419132, 0.49682733690348997868, 0.5098869272741506492, 0.61072732028520343623, 0.45560025402242326672]"
134,"[145, 0.73654182817969853034, 0.7415213345354878177, 0.2564151427493649784, 0.4831549714267299856, 0.48828860035230195393]"
135,"[146, 0.45456407192594761087, 0.49575125621552981566, 0.4417338063344242702, 0.8382397635581766917, 0.43550383929437190293]"
136,"[147, 0.40584619612252658788, 0.74438027524816544213, 0.7442954072137714615, 0.62317370482380589396, 0.5424285607095263287]"
137,"[65682, 0.52175936464080608024, 0.5008736483953829405, 0.58146315558194435716, 0.8481718859115135053, 0.5356843209790288754]"
138,"[148, 0.10000000000000000555, 0.0, 0.39400000000000001688, 0.28100000000000002753, 0.22300000000000000377]"
139,"[150, 0.6341990489542161168, 1.212642807920833831, 0.73720105908242483363, -0.027027327555009895726, 0.8301701297039658327]"
140,"[151, 0.43941264219188457614, 0.53936715136179190017, 0.6628603523136267207, 0.99262361945626867004, 0.42724475253294608436]"
141,"[163985, 0.7869990682163428597, 0.41165156770190594135, 0.7184038774142188288, 0.50553941097777103215, 0.7384670014935396262]"
142,"[153, 0.16505980431756461076, 0.8808372700976560906, 0.50513474324019230045, 0.66006902427844743174, 0.24488140515220167675]"
143,"[154, 0.5592713239197428056, 0.4706093560005178909, 0.87568584457498211304, 0.93337737542161532714, 0.59214317375765667995]"
144,"[155, 0.77394644472253619266, 0.6200099045973724205, 0.37278689338194868935, 0.06508301940649524134, 0.25165309620978289223]"
145,"[156, 0.47243236078211460198, 0.62215105524220458335, 0.68292812048113328316, 0.495012055244272669, 0.27937971305331380114]"
146,"[157, 0.67786970515253339414, 0.2890505003889698413, 0.52525569598368847523, 0.48312935235284708426, 0.57716432201224393935]"
147,"[158, 0.14146568842743944549, 0.98684277908059999133, 0.16752944671502002467, 0.82783948567424946055, 0.25655959429220865576]"
148,"[159, 0.8033239688132119417, 0.56252940463155164856, 0.13281483170724905084, 0.32843319958775867782, 0.40642317137767944285]"
149,"[160, 0.52299053711867875076, 0.82613365170205076176, 0.52803148955643403815, 0.29341685485737026515, 0.15260128827251294767]"
150,"[161, 0.758773222997236975, 1.0688383526076965844, 0.86044097674116619856, 0.15219673572397638149, 0.2758510864387335134]"
151,"[162, 0.72601321680870522124, 0.8124732976859756292, 0.8516195706664243394, 0.90575214652435809477, 0.29013984633701183678]"
152,"[163, 0.81226823129740889423, 0.25135441982148284685, 0.36333180130955224167, 0.5290877100795610267, 1.1731975646356669458]"
153,"[164, 0.737596803655580682, 0.5380957220793118174, 0.4158179737710511444, 0.6376886003403407381, 0.61431671560472294463]"
154,"[165, 0.67355286526766708046, 0.9841655643778477132, 0.6173192762646618883, 0.53047208284454555117, 0.37445149048427967084]"
155,"[131237, 0.5063594872135596021, 0.5411656714963072954, 1.0243815133590840456, 0.63130113006479231843, 0.63678126675999933894]"
156,"[166, 0.4163255185007362363, 0.4689250565245498688, 0.47129942677580524097, 0.34527513524029092862, 0.64765604071916259917]"
157,"[168, 0.08754491182054826495, 0.8836084795659664236, -0.19983566555783552132, 1.0850772023664387261, 0.43698169401612353644]"
158,"[169, 0.23027225690155954358, 0.34769269830084156728, 0.411407113930275093, 0.26420743551769937165, 0.6322906271861230803]"
159,"[170, 0.9033907163808128313, 0.3770642735760291595, 0.42050775545956786355, 0.687296024260648051, 0.5103103186485180899]"
160,"[171, 0.5600505687394789078, 0.64368430207690743774, 0.74914764870724419077, 0.6060009671026884541, 0.41689740980020823343]"
161,"[172, 0.6611349450441912712, 0.35409429839764760048, 0.46258686028622370158, 0.21815078793257435536, 0.52796019752964309235]"
162,"[173, 0.56099730388959907215, 0.7653384514305159446, 0.5644233196813091344, 0.026463965262434578968, 0.28068721473659790313]"
163,"[174, 0.1960571290913947613, 0.828141483333691664, 0.21006804777201819639, 0.5105093931917403341, 0.53389422806296780164]"
164,"[175, 0.8365489105064503864, 0.568144236598312446, 0.84998658106416214776, 0.6654629247603802663, 0.56361604165240189446]"
165,"[176, 0.8024639955951904359, 1.0758494552185767166, 0.65482362426919632975, 0.7948513733792153229, 0.42000079521499299483]"
166,"[177, 0.52544639462273293987, 0.5269987111583541769, 0.46743374280024620963, 0.24683771567606453902, 0.76643149831583514114]"
167,"[178, 0.36499999999999999112, 0.32700000000000001288, 0.07599999999999999811, 0.022999999999999999611, 0.12800000000000000266]"
168,"[179, 0.31380367141605719456, 0.3226114421613844332, 0.35582813944972048858, 0.13314913505238135059, 0.119080921452360281636]"
169,"[180, 0.54173958179350241687, 0.7403575977121462228, 0.60503314725802804776, 0.27946498537072483808, 0.7679479277823369872]"
170,"[181, 0.38921426024007115216, 0.7324305647350005938, -0.101905266904394648355, 0.14147259517574935306, 0.67617456892493109973]"
171,"[183, 0.4680793045184393201, 0.37093777972922955223, 0.40419667411980218812, 0.5124475351195215822, 0.39226129927704282173]"
172,"[184, 0.43624239180394454603, 0.6312531998264142894, 0.6315547154386788513, 0.5100309470681681435, 0.72266444219146787044]"
173,"[185, 0.6650004290836641908, 0.9092966742776397127, 0.122672593254942085246, 0.5693246567252361939, 0.3405879833783291982]"
174,"[186, 0.5349574323587110456, 0.6979186078193954062, 0.49448553279533080735, 0.33200758800590419296, 0.29057409317465385213]"
175,"[187, 0.7788065741963912425, 0.55336723826218086567, 0.78548827416670509633, 0.744224291340370184, 0.66859874344000989573]"
176,"[98491, 0.8151163121082282861, 0.55464686247279502306, 0.8990653775521068289, 0.6174290775238610699, 0.846819314644451893]"
177,"[189, 0.55619025251076478175, 0.5089280046397183084, 0.33023228482478325188, 0.32797176623276132494, 0.39804987195619119563]"
178,"[190, 0.46514010513594859916, 0.51350691739135858395, 0.42932058735397679645, 0.88014056984906378385, 0.44495949004091871575]"
179,"[191, 0.45737400610707560557, 0.55736177894174542636, 0.56582871329029142286, 0.66191323624269786684, 0.19343934486478611344]"
180,"[188, 0.5531433930392796896, 0.7074291123198777397, 0.444890688085950094, 0.9053870101482667708, 0.46902110011911465106]"
181,"[193, 0.4097427585749033987, 0.267496951195829508, 0.06380681745405040019, 0.5015207295258117675, 0.89455035883152632305]"
182,"[194, 0.9190794192762931275, 0.71122427171394686025, 0.3041561846751296454, 0.87281845876902670623, 0.5176955319941492826]"
183,"[195, 0.4795404381056743957, 0.561288342553166338, 0.5363446695071767568, 0.70662080993771692175, 0.39931141904749680466]"
184,"[196, 0.6513782342375642602, 0.3471796786223536902, 0.33327079787439897024, 0.5734364756723004162, 0.37600427688686695454]"
185,"[98499, 0.5504541806818060468, 0.3609982367312474677, 0.71372849020721034147, 0.25300009691282203953, 0.50256581118828293594]"
186,"[198, 0.21829679757059012831, 0.6044315671586164542, 0.8455550839315860993, 0.19503969322494695666, 0.7858660136124519916]"
187,"[199, 0.7772745805550798058, 0.82070069451844866195, 0.4912116633049304626, 0.8590287886204104914, 0.79619237446718853874]"
188,"[98503, 0.4725695589487355997, 0.47580173206704316343, 0.37087685498072319452, 0.38112349137325221533, 0.6322745587914672004]"
189,"[201, 0.63255492733781483244, 0.34114340365921327368, 0.44900765215223189107, 0.43071494611047292261, 0.3753652102806431403]"
190,"[65738, 0.6277879507941084026, 0.35258499710890177533, 0.59452115381455270486, 0.7701528131759637352, 0.56056872288968990033]"
191,"[203, 0.5718711855885554492, 0.5418426400647094052, 0.5078143695690758352, 0.6740701859920468946, 0.5579636328152042225]"
192,"[204, 0.7868607181372191253, 0.85631558258559977586, 0.15132822542006395417, 0.29511054271788883925, 0.30037100210830004353]"
193,"[205, 0.6770057410335522912, 0.49183886427658757545, 0.41619760947794898147, 0.41786169693665058122, 0.8277128726557260395]"
194,"[65740, 0.67336059767325376097, 0.53685838958416860815, 0.4946746993535672967, 0.68202995937014510047, 0.6297038486286448029]"
195,"[207, 0.6943094309253636711, 0.79200185622347436386, 0.46416780358701507242, 0.6249441828111142952, 0.37534026340990914278]"
196,"[208, 0.6899560307432565572, 0.5952871297124812199, 0.48024939582770761082, 0.59947825799365536497, 0.18243784497830123543]"
197,"[209, 0.793785678319033281, 0.58337042861843787855, 0.38606078177254903342, 0.6270618733778071504, 0.48568362455112322132]"
198,"[210, 0.584817311007160313, 0.43070086972646699484, 0.36239341169344535198, 0.5047642137933189861, 0.48384525329235038686]"
199,"[211, 0.6923906647218646789, 0.60994887386910865416, 0.7110726359045494321, 0.6409729415748912857, 0.40522708985461576887]"
200,"[212, 0.6626740168823723465, 0.5766600598391380708, 0.5408635344709261118, 0.6067842840716286681, 0.5813872803623856182]"
201,"[213, 1.0315398889830788018, 0.12447877576575456933, 0.8480870570115328887, 0.24997690060293678864, 0.73754415415312786757]"
202,"[214, 0.70650767411636615815, 0.42817840867300086333, 0.5983836645266411157, 0.6711587034562278855, 0.57439256168493882734]"
203,"[215, 0.83303502338629889013, 0.91212236439742317307, 0.6272863220541572241, 0.36583632968053328015, 0.60777643315747999285]"
204,"[216, 0.5523344650119465421, 0.67799016082144104313, -0.01606838108009438026, 1.1565340794991715478, 0.4773572556699984609]"
205,"[217, 0.46578119926526861028, 0.30595286428324569306, 0.11275032131067236444, 0.54719589740888197277, 0.59955744871091644664]"
206,"[218, 0.66684803321077741985, 0.64287348352767108414, 0.63000705396893026553, 0.80388520726465379943, 0.21062989514654241632]"
207,"[219, 0.697430343465939409, 0.39561288598293963776, 0.41998485834390095206, 0.440585935427549016, 0.25552512293355580497]"
208,"[42, 0.45859746516803512854, 0.64957874766372895197, 0.50683187343160340647, 0.5425196523973524948, 0.27317991494392690878]"
209,"[220, 0.37108007804646002582, 0.57197868506081128264, 0.3776576035729263775, 0.45819133906625709895, 0.33732673294994925572]"
210,"[222, 0.79806779349937202836, 0.36670881353217080523, 0.69139990675257152465, 0.30234985923704990626, 1.0838417993605461114]"
211,"[223, 0.5313770908245735687, 0.80256115983559865937, 0.71795739076891907683, 0.62977538671742707354, 0.5654854046304883071]"
212,"[224, 0.3708003346076398255, 0.55324276986014795456, 0.9500272633462074392, 0.660631312786235856, 0.53861803581563953735]"
213,"[225, 0.4720516527513225668, 0.80583634708559265014, 0.78741725708086207966, 0.503789030956114227, 0.18080351486776578304]"
214,"[227, 0.6774585327652033278, 0.56995793289430892684, 0.3462288492903939976, 0.38916909040742811196, 0.475122266810767689]"
215,"[228, 0.42617827524457779748, 0.22573274052264786967, 0.42639626643191217166, 0.2537130944673067092, 0.23962177413084452888]"
216,"[229, 0.43272362582274008277, 0.7026357446199945656, 0.5825235030525858078, 0.30921073391290997907, 0.5401703022616747529]"
217,"[230, 0.64919412713421648916, 0.73540265200460962295, 0.6313105839660867671, 0.6885170071022893779, 0.3992433329435503856]"
218,"[231, 0.43289976758190547754, 0.8029053167743850108, 0.15047127517792371277, 0.5486362228360034111, 0.5625983802627210879]"
219,"[232, 0.40139282717586489757, 1.0221800774951940912, 0.36625788652257693792, 0.8275275120091691633, 0.5923227399735697365]"
220,"[233, 0.52555914489626929175, 0.5505717718018417268, 0.6546111052827593128, 0.6816769638395044828, 0.70447770504713258223]"
221,"[234, 0.4358057718010724557, 0.3356026243636183042, 0.4900391680964390785, 0.45501822820030439937, 0.28572443712718305199]"
